nettomiete;nettomiete.qm;wohnflaeche;zimmerzahl;baujahr;bezirk;wohnlage;warmwasser;z.heizung;bad.kacheln;bad.extras;geh.kueche
485,72;5,34;91;3;1918;17;einfache;ja;ja;nein;nein;nein
580,28;5,28;110;3;1918;1;einfache;nein;ja;ja;nein;nein
1533,9;11,8;130;5;1918;1;gute;ja;ja;ja;nein;nein
713,39;5,1;140;3;1918;1;gute;ja;ja;ja;nein;nein
570,34;9,2;62;2;1984;14;einfache;ja;ja;ja;nein;nein
516,55;7,71;67;3;1966;14;einfache;ja;ja;ja;nein;nein
920,34;8,37;110;4;1918;5;gute;ja;ja;ja;nein;nein
606,9;8,67;70;3;1957,5;5;gute;ja;ja;nein;nein;nein
352,12;4,51;78;3;1960;5;gute;ja;ja;ja;nein;nein
570,67;8,78;65;3;1960;13;beste;ja;ja;ja;nein;nein
787,41;12,3;64;2;1918;5;gute;ja;ja;ja;nein;ja
302,84;3,36;90;3;1918;5;gute;ja;ja;nein;nein;nein
936,01;6,88;136;5;1918;5;gute;ja;ja;ja;nein;nein
869,57;9,25;94;3;1994;14;einfache;ja;ja;ja;nein;nein
200,42;3,85;52;2;1957;14;einfache;ja;ja;ja;nein;nein
409,96;5,62;73;3;1957;14;einfache;ja;ja;ja;nein;nein
208,56;11,59;18;1;1966;14;einfache;ja;ja;ja;nein;nein
703,12;6,76;104;4;1918;14;einfache;ja;ja;ja;nein;nein
971,47;11,85;82;3;1994;14;gute;ja;ja;ja;ja;nein
530,17;9,3;57;2;1983;5;gute;ja;ja;ja;nein;nein
396,23;8,25;48;3;1918;8;einfache;ja;ja;ja;nein;nein
855,78;6,85;125;3;1918;8;einfache;ja;ja;ja;ja;nein
151;3,43;44;2;1924;4;gute;ja;nein;nein;nein;nein
294;5,44;54;2;1973;4;gute;ja;ja;nein;nein;nein
389,23;9,05;43;2;1948;4;gute;nein;nein;ja;nein;nein
398,81;9,73;41;1;1957;2;gute;ja;ja;nein;nein;nein
515,58;7,7;67;2;1918;2;gute;ja;ja;ja;nein;nein
392,14;9,8;40;1;1960;2;gute;ja;ja;ja;nein;nein
611,66;4,37;140;4;1918;4;gute;ja;ja;ja;nein;nein
306,53;8,76;35;1;1957;4;gute;ja;ja;ja;nein;nein
327,05;12,58;26;1;1966;2;gute;ja;ja;ja;nein;nein
421,31;7,52;56;2;1918;2;gute;ja;ja;ja;nein;nein
455,22;5,55;82;4;1948;12;einfache;ja;nein;ja;nein;nein
414,58;7,4;56;2;1967;24;einfache;ja;ja;nein;nein;nein
373,9;6,92;54;2;1966;24;einfache;ja;ja;nein;nein;nein
389,95;5,57;70;3;1966;24;einfache;ja;ja;nein;nein;nein
454,32;6,78;67;3;1960;24;einfache;ja;ja;nein;nein;nein
155,59;5,19;30;1;1957,5;24;einfache;ja;ja;nein;nein;nein
553,4;9,22;60;2;1984;7;einfache;ja;ja;ja;nein;nein
629,18;5,94;106;5;1973;7;einfache;ja;ja;nein;ja;nein
398,55;5,31;75;3;1967;6;einfache;ja;ja;ja;nein;nein
109,32;2,6;42;1;1939;7;einfache;ja;nein;ja;nein;nein
590,19;7,87;75;2;1970;16;gute;ja;ja;ja;nein;nein
536,86;9,42;57;2;1995;16;einfache;ja;ja;ja;nein;nein
543,41;7,25;75;2;1924;13;einfache;ja;ja;ja;nein;nein
583,53;9,73;60;2;1999;15;gute;ja;ja;ja;nein;nein
322,13;6,32;51;2;1948;13;einfache;ja;ja;nein;nein;nein
512,58;7,22;71;3;1960;21;einfache;ja;ja;ja;nein;nein
688,51;8,83;78;3;1960;22;einfache;ja;ja;ja;nein;nein
321,21;6,06;53;2;1972;21;gute;ja;ja;ja;nein;nein
896,82;9,96;90;2;1918;2;einfache;ja;ja;ja;nein;nein
281,21;8,03;35;2;1918;2;einfache;ja;ja;ja;nein;nein
758,37;7,36;103;4;1957;2;gute;ja;ja;ja;nein;nein
1252,69;13,47;93;3;1918;2;gute;ja;ja;nein;nein;nein
997,03;12,16;82;3;1918;2;einfache;ja;ja;ja;ja;nein
345,54;6,52;53;2;1948;25;einfache;ja;ja;nein;nein;nein
284,55;5,17;55;2;1948;19;einfache;ja;ja;nein;nein;nein
361,7;7,7;47;2;1968;19;einfache;ja;ja;nein;nein;nein
614,58;10,97;56;3;1960;19;gute;ja;ja;nein;nein;nein
779,73;8,96;87;4;1967;21;gute;ja;ja;ja;nein;nein
720,11;6,86;105;4;1969;22;einfache;ja;ja;ja;nein;nein
591;8,44;70;3;1997;22;einfache;ja;ja;ja;nein;ja
404,18;7,77;52;1;1967;21;einfache;ja;ja;ja;nein;nein
492,94;8,22;60;2;1983;20;einfache;ja;ja;ja;nein;nein
611,56;7,94;77;3;1974;20;gute;ja;ja;ja;nein;nein
853,32;8,89;96;3;1997;20;gute;ja;ja;ja;ja;nein
588,74;12,02;49;3;1948;20;gute;ja;ja;ja;nein;nein
529,62;8,98;59;2;1973;25;einfache;ja;ja;nein;nein;nein
518,61;7,74;67;3;1957,5;3;gute;ja;ja;ja;nein;nein
379,11;8,82;43;2;1918;8;einfache;ja;ja;nein;nein;nein
1109,52;8,1;137;4;1918;3;gute;ja;ja;nein;nein;nein
368,13;6,69;55;2;1918;9;gute;ja;ja;nein;nein;nein
476,79;7,45;64;2;1957,5;2;gute;ja;ja;nein;nein;nein
485,93;9;54;2;1957;3;gute;ja;ja;ja;nein;nein
279,81;7,17;39;1;1960;3;gute;ja;ja;nein;nein;nein
605,6;8,65;70;2;1957;3;gute;ja;ja;ja;nein;nein
166,48;4,06;41;2;1918;9;gute;nein;ja;ja;nein;nein
210,55;3,24;65;3;1957;9;einfache;nein;ja;nein;nein;nein
670,34;8,38;80;3;1977;9;gute;ja;ja;ja;nein;nein
419,22;9,11;46;2;1979;3;gute;ja;ja;ja;nein;nein
701,46;8,25;85;3;1918;4;gute;ja;ja;ja;nein;nein
666,22;8,43;79;3;1986;12;gute;ja;ja;nein;nein;nein
383,47;10,09;38;1;1973;12;gute;ja;ja;ja;nein;nein
1135,96;10,23;111;5;1960;4;gute;ja;ja;ja;nein;nein
323,92;10,8;30;1;1960;4;gute;ja;ja;nein;nein;nein
620,44;8,74;71;3;1966;24;einfache;ja;ja;ja;nein;nein
463,64;9,46;49;2;1966;10;einfache;ja;ja;nein;nein;nein
807,75;11,07;73;3;1969;10;einfache;ja;ja;ja;nein;nein
343,22;11,07;31;1;1972;10;einfache;ja;ja;ja;nein;nein
275,52;6,12;45;2;1960;10;einfache;ja;nein;nein;nein;nein
613,56;10,4;59;2;1993;23;einfache;ja;ja;ja;nein;nein
594,93;9,15;65;2;1992;13;einfache;ja;ja;ja;nein;nein
820,88;8,73;94;4;1989;13;einfache;ja;ja;ja;nein;nein
634,09;10,23;62;2;1918;12;einfache;ja;ja;ja;nein;nein
470,52;8,71;54;2;1994;11;einfache;ja;ja;nein;nein;nein
359,91;6,92;52;1;1966;4;einfache;ja;ja;nein;nein;nein
355,5;5,64;63;3;1918;9;gute;ja;ja;nein;nein;nein
1227,12;10,14;121;5;1924;9;gute;ja;ja;ja;nein;nein
407,23;13,14;31;1;1972;9;gute;ja;ja;ja;nein;nein
388,59;6,27;62;2;1957,5;2;gute;ja;ja;nein;nein;nein
504,13;6,15;82;3;1957;8;einfache;ja;nein;nein;nein;nein
695,37;7,56;92;3;1948;2;gute;ja;ja;ja;nein;nein
575,23;8,22;70;3;1918;21;gute;ja;ja;ja;ja;nein
677,98;7,21;94;4;1974;20;einfache;ja;ja;ja;nein;nein
539,86;6,66;81;3;1975;20;gute;ja;ja;ja;nein;nein
414,97;13,83;30;1;1969;20;gute;ja;ja;ja;nein;nein
336,27;3,23;104;5;1960;20;gute;ja;ja;nein;ja;nein
848,11;11,78;72;3;1918;9;einfache;ja;ja;ja;nein;nein
752,08;7,67;98;4;1924;10;einfache;ja;ja;ja;nein;nein
697,15;7,75;90;4;1960;9;beste;ja;ja;nein;nein;nein
422,46;7,54;56;2;1966;9;einfache;ja;ja;ja;nein;nein
296,46;4,42;67;3;1966;11;einfache;ja;ja;ja;nein;nein
899,95;10,59;85;3;1918;12;gute;ja;ja;ja;nein;nein
884,16;10,65;83;3;1918;12;gute;ja;nein;ja;ja;nein
463,97;6,36;73;3;1960;4;gute;ja;ja;ja;nein;nein
608,72;11,07;55;2;1996;13;gute;ja;ja;ja;nein;ja
342,57;10,08;34;1;1973;15;gute;ja;ja;ja;nein;nein
983,13;12,29;80;4;1996;14;gute;ja;ja;ja;nein;nein
347,98;6,69;52;2;1969;16;einfache;ja;ja;ja;nein;nein
256,94;9,18;28;1;1957;3;gute;ja;ja;ja;nein;nein
251,43;3,59;70;3;1957;3;gute;ja;ja;ja;nein;nein
678,48;8,81;77;3;1972;13;einfache;ja;ja;ja;nein;nein
604,19;9,3;65;2;1992;13;einfache;ja;ja;ja;nein;ja
724;10,34;70;3;1992;13;einfache;ja;ja;nein;nein;ja
228,87;5,87;39;1;1966;18;einfache;ja;ja;ja;nein;nein
1175,97;9,41;125;4;1918;6;einfache;ja;ja;nein;ja;nein
554,99;9,57;58;2;1957;17;einfache;ja;ja;ja;nein;nein
664,69;10,39;64;2;1973;20;gute;ja;ja;ja;nein;nein
370,61;5,29;70;2;1966;6;einfache;ja;ja;ja;nein;nein
561,12;7,79;72;2;1974;20;gute;ja;ja;ja;nein;nein
840;10,37;81;3;1966;20;einfache;ja;ja;nein;nein;ja
725,94;8,16;89;3;1973;21;einfache;ja;ja;ja;nein;nein
517,97;12,95;40;2;1993;21;gute;ja;ja;ja;nein;ja
652,93;9,07;72;3;1983;21;einfache;ja;ja;ja;nein;nein
250,4;6,26;40;2;1968;25;einfache;ja;ja;ja;nein;nein
794,02;10,31;77;3;1973;19;einfache;ja;ja;ja;ja;nein
514,35;6,86;75;3;1970;19;gute;ja;ja;ja;nein;nein
438,69;5,55;79;3;1973;19;einfache;ja;ja;ja;nein;nein
925,45;11,57;80;2;1957;19;einfache;ja;nein;ja;nein;nein
299,52;4,75;63;3;1966;19;einfache;ja;ja;ja;nein;nein
358,18;8,53;42;2;1957;1;gute;ja;ja;ja;nein;nein
1147,85;10,83;106;3;1986;1;gute;ja;ja;ja;nein;nein
900;7,5;120;4;1918;1;gute;ja;ja;ja;nein;nein
1575,71;13,02;121;3;1997;1;gute;ja;ja;ja;nein;ja
651,03;10,33;63;2;1997;1;gute;ja;ja;ja;nein;ja
582,89;8,1;72;2;1993;19;einfache;ja;ja;ja;nein;nein
660,18;7,34;90;5;1976;20;gute;ja;ja;ja;ja;nein
562,42;8,65;65;2;1981;25;einfache;ja;ja;ja;ja;nein
432,05;8,15;53;2;1966;11;einfache;ja;ja;ja;nein;nein
802,93;6,53;123;5;1918;1;gute;ja;ja;ja;nein;nein
340,67;5,32;64;2;1972;19;einfache;ja;ja;ja;nein;nein
538,1;11,45;47;2;1974;19;einfache;ja;ja;ja;nein;nein
720,59;9,01;80;3;1987;19;einfache;ja;ja;ja;ja;ja
408,75;5,84;70;2;1969;19;einfache;ja;ja;ja;nein;nein
654,78;7,44;88;4;1969;19;einfache;ja;ja;ja;nein;nein
380,76;10,02;38;1;1983;19;einfache;ja;ja;ja;nein;nein
1030,03;6,87;150;4;1980;13;gute;ja;ja;ja;ja;nein
536,07;7,15;75;3;1993;13;einfache;ja;ja;ja;nein;nein
1015,18;15,15;67;3;1967;13;einfache;ja;ja;ja;nein;nein
794,31;9,57;83;4;1973;24;einfache;ja;ja;ja;nein;nein
172,23;4,42;39;2;1948;11;einfache;ja;nein;ja;nein;nein
163,41;4,09;40;2;1957;11;einfache;nein;nein;nein;nein;nein
235,96;5,02;47;2;1960;17;einfache;ja;ja;nein;nein;nein
651,93;7,85;83;3;1948;17;einfache;ja;ja;ja;nein;nein
631,62;11,48;55;2;1982;5;gute;ja;ja;ja;nein;nein
654,68;9,35;70;2;1957;18;einfache;ja;ja;ja;nein;nein
303,45;5,84;52;2;1966;5;gute;ja;ja;nein;nein;nein
847,8;10,34;82;3;1985;13;beste;ja;ja;ja;ja;ja
529,46;4,77;111;4;1918;5;einfache;nein;nein;ja;nein;nein
897,98;11,51;78;3;1992;16;einfache;ja;ja;ja;nein;nein
634,21;9,47;67;3;1966;21;einfache;ja;ja;ja;nein;nein
401,89;11,16;36;1;1957,5;21;gute;ja;ja;ja;nein;nein
549,2;9,15;60;2;1971;22;einfache;ja;ja;ja;nein;nein
111,97;2,6;43;1;1973;16;einfache;ja;ja;ja;nein;nein
348;10,24;34;1;1966;18;einfache;ja;ja;ja;nein;nein
746,5;9,82;76;3;1997;18;beste;ja;ja;ja;ja;nein
446,26;9,3;48;2;1983;13;gute;ja;ja;nein;nein;nein
585,03;8,01;73;2;1966;4;einfache;ja;ja;ja;nein;nein
538,17;4,89;110;5;1957;17;einfache;ja;ja;nein;ja;nein
556,43;7,73;72;3;1973;14;einfache;ja;ja;ja;nein;nein
571,6;11,67;49;2;1984;18;beste;ja;ja;ja;nein;nein
1155,54;12,43;93;3;2000;13;gute;ja;ja;ja;nein;nein
963,1;11,47;84;3;1970;13;beste;ja;ja;ja;nein;nein
319,56;10,65;30;1;1968;13;einfache;ja;ja;ja;nein;nein
538,62;10,36;52;2;1918;13;gute;ja;ja;ja;nein;nein
502,31;6,88;73;3;1967;13;einfache;ja;ja;nein;nein;nein
444,65;5,23;85;4;1966;13;einfache;ja;ja;nein;ja;nein
603,34;7,64;79;3;1986;13;gute;ja;ja;ja;nein;nein
777,17;10,95;71;3;1972;18;einfache;ja;ja;ja;nein;ja
640,86;10,34;62;4;1948;18;einfache;ja;ja;ja;nein;nein
466,58;7,53;62;2;1957,5;18;gute;ja;ja;nein;nein;nein
271,17;2,92;93;4;1972;17;einfache;ja;ja;ja;nein;nein
463;6,26;74;4;1967;18;einfache;ja;ja;ja;nein;nein
753,02;6,28;120;5;1918;5;einfache;ja;ja;nein;nein;nein
602,61;10,04;60;2;1957;3;gute;ja;ja;ja;nein;ja
373,34;12,87;29;1;1972;4;gute;ja;ja;ja;nein;nein
1101,85;10,02;110;4;1957,5;3;gute;ja;ja;ja;nein;nein
317,62;6,48;49;2;1960;3;gute;ja;ja;nein;nein;nein
900,65;10,85;83;3;1985;2;gute;ja;ja;ja;nein;nein
377,87;5,56;68;3;1918;2;gute;ja;nein;nein;nein;nein
924,55;7,7;120;3;1918;2;gute;ja;ja;nein;nein;nein
562,43;10,42;54;2;1991;17;einfache;ja;ja;ja;nein;ja
485,74;10,79;45;2;1966;5;gute;ja;ja;ja;nein;nein
314,09;11,22;28;1;1918;17;einfache;nein;nein;nein;nein;nein
493,41;5,09;97;4;1924;10;einfache;ja;ja;nein;nein;nein
222,41;4,45;50;2;1957;9;beste;ja;ja;ja;nein;nein
1532,99;8,81;174;3;1918;4;gute;ja;ja;ja;nein;nein
493,13;4,52;109;3;1924;4;gute;ja;ja;nein;nein;nein
351,86;3,82;92;4;1948;12;gute;nein;nein;nein;nein;nein
485,74;9,71;50;2;1957;16;einfache;ja;ja;ja;nein;nein
511,3;9,65;53;2;1992;6;einfache;ja;ja;ja;nein;ja
552,2;12,27;45;2;1992;6;einfache;ja;ja;ja;nein;nein
455,05;7,11;64;3;1960;25;einfache;ja;ja;ja;nein;nein
271,9;9,06;30;1;1970;7;einfache;ja;ja;ja;nein;nein
385,6;7,01;55;2;1948;11;einfache;ja;ja;ja;nein;nein
265,88;13,29;20;1;1972;3;gute;ja;ja;ja;nein;nein
899,89;10,97;82;3;1918;6;einfache;ja;ja;ja;nein;nein
473,64;4,39;108;5;1957,5;11;einfache;ja;ja;nein;nein;nein
128,9;4,3;30;1;1966;24;einfache;ja;ja;ja;nein;nein
388,92;3,11;125;5;1918;2;einfache;nein;nein;ja;nein;nein
1136,95;9,1;125;4;1918;4;gute;ja;ja;ja;nein;nein
747,73;7,4;101;3;1918;2;gute;ja;ja;ja;ja;nein
248,34;2,73;91;3;1918;2;gute;nein;nein;ja;nein;nein
789,56;9,75;81;3;1948;12;gute;ja;ja;ja;nein;ja
893,25;12,24;73;2;1918;4;gute;ja;ja;ja;nein;nein
405,6;6,44;63;2;1957;2;gute;ja;ja;ja;nein;nein
458,85;9,76;47;1;1981;7;gute;ja;ja;ja;nein;nein
536,86;11,42;47;2;1957;1;einfache;ja;ja;ja;nein;nein
373,47;7,05;53;1;1918;12;gute;ja;nein;ja;nein;nein
388,81;9,72;40;2;1957;1;einfache;ja;nein;ja;nein;nein
916,25;9,96;92;4;1948;5;einfache;ja;ja;ja;nein;nein
345,29;5,95;58;2;1918;14;einfache;ja;ja;ja;nein;nein
549,68;7,53;73;2;1980;14;einfache;ja;ja;ja;nein;nein
290,71;4,15;70;2;1939;3;gute;ja;nein;ja;nein;nein
426,46;12,54;34;1;1983;12;gute;ja;ja;nein;nein;nein
434,68;9,88;44;1;1973;12;gute;ja;ja;ja;nein;nein
335,21;6,98;48;2;1966;7;einfache;ja;ja;nein;nein;nein
309;5,33;58;2;1957;7;einfache;ja;nein;nein;nein;nein
346,67;6,67;52;2;1960;7;einfache;ja;ja;nein;nein;nein
423,45;6,83;62;2;1983;7;einfache;ja;ja;ja;nein;nein
765,77;7,51;102;3;1957;2;einfache;ja;nein;ja;nein;nein
403,92;8,42;48;1;1972;8;einfache;ja;ja;ja;nein;nein
474,76;4,65;102;3;1918;2;einfache;ja;nein;ja;nein;nein
602,23;9,87;61;2;1918;2;einfache;ja;ja;ja;nein;nein
323,3;11,15;29;1;1980;5;einfache;ja;ja;nein;nein;nein
511,6;6,91;74;3;1957;13;gute;ja;ja;ja;nein;nein
98,85;2,3;43;2;1948;13;einfache;ja;nein;nein;nein;nein
591,24;7,88;75;3;1969;16;einfache;ja;ja;nein;nein;nein
518,51;12,06;43;2;1992;13;einfache;ja;ja;ja;nein;nein
522,03;6,53;80;3;1966;25;einfache;ja;ja;ja;nein;nein
373,37;9,33;40;2;1918;25;einfache;ja;nein;nein;nein;nein
781,05;11,16;70;3;1974;25;einfache;ja;ja;nein;ja;ja
296,75;3,96;75;2;1918;2;einfache;ja;nein;nein;nein;nein
1068,13;13,69;78;3;1998,5;2;gute;ja;ja;ja;nein;nein
266,26;7,01;38;2;1948;11;einfache;ja;ja;ja;nein;nein
483;10,73;45;2;1924;12;einfache;ja;ja;ja;nein;nein
569;13,23;43;2;1960;11;einfache;ja;ja;ja;nein;nein
555,34;9,57;58;2;1966;11;einfache;ja;ja;ja;nein;nein
307,53;11,39;27;1;1985;11;einfache;ja;ja;ja;nein;nein
294,05;8,91;33;1;1972;11;einfache;ja;ja;ja;nein;nein
301,09;4,63;65;3;1966;11;einfache;ja;ja;ja;nein;nein
741,39;6,86;108;4;1969;22;einfache;ja;ja;ja;nein;nein
625,69;8,46;74;3;1972;21;gute;ja;ja;ja;ja;ja
521,52;8,28;63;2;1974;20;gute;ja;ja;ja;nein;nein
408,21;10,47;39;1;1975;20;gute;ja;ja;ja;nein;nein
620,26;7,85;79;3;1974;7;gute;ja;ja;ja;nein;nein
449,97;7,5;60;2;1966;20;gute;ja;ja;ja;nein;ja
284,94;10,96;26;1;1918;8;einfache;ja;ja;ja;nein;nein
608,45;9,08;67;3;1973;8;einfache;ja;ja;ja;nein;nein
567,25;9,78;58;2;1918;8;einfache;ja;nein;ja;nein;nein
356,16;7,42;48;3;1918;8;einfache;ja;ja;ja;nein;nein
621,23;10,02;62;3;1957,5;9;gute;ja;ja;ja;nein;nein
611,62;11,33;54;2;1980;2;gute;ja;ja;ja;ja;nein
689,78;6,76;102;3;1918;2;einfache;ja;ja;ja;nein;nein
339,62;6,41;53;2;1948;25;einfache;ja;ja;ja;nein;nein
617,27;9,8;63;2;1996;25;einfache;ja;ja;ja;nein;ja
644,84;7,5;86;3;1970;7;einfache;ja;ja;ja;nein;nein
383,26;11,98;32;1;1960;7;einfache;ja;ja;ja;nein;nein
297,76;4,88;61;2;1960;7;einfache;ja;ja;ja;nein;nein
290,2;7,84;37;1;1967;7;einfache;ja;ja;ja;nein;nein
569,47;8,25;69;3;1960;7;einfache;ja;ja;ja;nein;nein
454,09;10,32;44;2;1960;6;einfache;ja;ja;ja;nein;nein
265,02;6,16;43;2;1960;17;einfache;ja;ja;ja;nein;nein
670,99;12,2;55;2;1986;18;gute;ja;ja;ja;nein;nein
444,29;7,28;61;2;1957;2;gute;ja;ja;ja;nein;nein
710,71;9;79;2;1918;9;gute;ja;ja;ja;ja;nein
282,95;4,04;70;2;1918;2;gute;ja;ja;nein;nein;nein
588;9,8;60;2;1918;9;einfache;ja;ja;ja;nein;nein
1380,51;13,27;104;3;1918;9;gute;ja;ja;ja;ja;ja
1068,64;11,87;90;4;1977;9;gute;ja;ja;ja;nein;ja
383,47;9,83;39;2;1957,5;16;einfache;ja;ja;ja;nein;nein
221,94;2,77;80;3;1918;5;einfache;ja;ja;ja;nein;nein
706,24;11,04;64;2;1918;5;gute;ja;ja;ja;nein;nein
612,21;6,8;90;4;1918;5;gute;ja;nein;ja;nein;nein
613,56;11,16;55;2;1918;5;gute;ja;ja;ja;nein;nein
470,4;5,41;87;4;1918;5;gute;ja;ja;ja;nein;nein
869,21;9,35;93;4;1918;6;einfache;ja;ja;ja;nein;ja
713,01;8,7;82;3;1998;5;einfache;ja;ja;ja;nein;nein
475,5;10,57;45;2;1918;5;gute;ja;ja;ja;nein;nein
388,59;11,43;34;1;1966;5;gute;ja;ja;ja;nein;nein
346,69;4,5;77;3;1957;16;einfache;ja;ja;nein;nein;nein
765;12,75;60;3;1998,5;14;gute;ja;ja;ja;nein;nein
741,39;12,36;60;2;1998;15;gute;ja;ja;ja;nein;nein
392,67;6,77;58;2;1972;15;einfache;ja;ja;ja;nein;nein
444,84;10,35;43;2;1996;14;gute;ja;ja;ja;nein;nein
791,86;10,7;74;2;1993;15;gute;ja;ja;ja;ja;nein
554;8,27;67;3;1957;13;einfache;ja;ja;nein;nein;nein
770,34;7;110;4;1982;5;einfache;ja;ja;ja;ja;nein
489,89;9,24;53;2;1998,5;15;einfache;ja;ja;ja;ja;nein
104,14;1,47;71;2;1948;5;einfache;nein;nein;ja;nein;nein
611,87;11,33;54;2;1972;10;einfache;ja;ja;ja;nein;ja
444,84;7,54;59;2;1957;24;einfache;ja;ja;ja;nein;nein
730,72;9,74;75;3;1981;10;einfache;ja;ja;ja;nein;nein
412,21;6,65;62;2;1918;9;gute;ja;ja;ja;nein;nein
1482,77;13,73;108;3;1918;4;gute;ja;ja;ja;nein;nein
646,63;8,98;72;3;1971;4;einfache;ja;ja;ja;nein;nein
273,92;9,78;28;1;1960;8;einfache;ja;ja;ja;nein;nein
325,85;9,58;34;1;1957;2;einfache;ja;ja;ja;nein;nein
894,2;8,52;105;4;1918;2;einfache;ja;ja;ja;ja;nein
649,55;8,12;80;3;1918;8;einfache;ja;ja;ja;nein;nein
895;9,52;94;3;1918;2;einfache;ja;nein;nein;nein;nein
431,54;8,14;53;2;1918;2;einfache;ja;ja;ja;nein;nein
508,85;7,95;64;2;1966;3;gute;ja;ja;nein;nein;nein
603,33;10,77;56;2;1957;1;gute;ja;ja;ja;nein;nein
1088,36;10,37;105;3;1918;3;einfache;ja;nein;ja;ja;nein
516,29;6,22;83;3;1969;9;gute;ja;ja;nein;nein;nein
383,48;10,36;37;1;1973;9;einfache;ja;ja;ja;nein;nein
434,61;12,42;35;2;1966;9;einfache;ja;ja;nein;nein;nein
307,81;4,46;69;2;1957;9;gute;nein;nein;nein;nein;nein
175,25;6,26;28;1;1960;9;gute;ja;ja;nein;nein;nein
547,92;8,43;65;3;1993;9;gute;ja;ja;ja;nein;nein
313,06;8,94;35;2;1918;19;gute;ja;ja;nein;nein;nein
424;6,63;64;3;1957,5;19;einfache;ja;ja;ja;nein;nein
747,68;9,35;80;3;1996;19;gute;ja;ja;ja;nein;nein
672,21;8;84;3;1974;21;einfache;ja;ja;ja;nein;nein
118,09;3,94;30;1;1966;22;einfache;ja;ja;nein;nein;nein
336;11,2;30;1;1948;6;einfache;ja;ja;ja;nein;nein
522,08;6,45;81;3;1957;6;einfache;ja;ja;ja;nein;nein
577,78;12,04;48;2;1984;16;einfache;ja;ja;nein;nein;nein
495,96;10,12;49;2;1957;5;gute;ja;ja;ja;nein;nein
506,19;8,73;58;2;1969;18;einfache;ja;ja;ja;nein;nein
261,38;3,96;66;3;1918;5;einfache;ja;nein;ja;nein;nein
1342,17;10,32;130;4;1918;5;einfache;ja;ja;ja;ja;nein
227,91;4,56;50;2;1918;5;einfache;nein;nein;ja;nein;nein
501,7;6,43;78;2;1957;4;gute;ja;ja;nein;nein;nein
401,86;20,09;20;1;1966;3;gute;ja;ja;ja;nein;nein
480,61;10,23;47;1;1993;4;gute;ja;ja;ja;nein;nein
1138,17;10,07;113;4;1918;4;gute;ja;ja;ja;ja;ja
301,15;9,13;33;1;1960;5;einfache;ja;ja;ja;nein;nein
901,6;9,02;100;3;1957;5;einfache;ja;ja;ja;nein;nein
879,66;12,22;72;2;1988;19;beste;ja;ja;nein;nein;nein
398,27;7,97;50;2;1966;19;einfache;ja;ja;nein;nein;nein
383,48;10,09;38;1;1918;17;einfache;ja;ja;ja;nein;nein
321,48;10,05;32;1;1973;17;einfache;ja;ja;ja;nein;nein
501,08;9,83;51;2;1957;25;einfache;ja;ja;ja;nein;nein
611,48;7,74;79;3;1966;20;einfache;ja;ja;nein;nein;nein
284,37;3,06;93;4;1957;25;einfache;ja;nein;ja;ja;nein
471,99;9,83;48;2;1960;11;einfache;ja;ja;ja;nein;nein
373,34;8,89;42;1;1970;20;gute;ja;ja;nein;nein;nein
249,93;3,57;70;3;1968;7;einfache;ja;ja;ja;nein;nein
545,73;6,35;86;4;1974;20;einfache;ja;ja;ja;nein;nein
400,44;5,41;74;3;1966;18;einfache;ja;ja;ja;nein;nein
613,56;9,44;65;3;1957;5;einfache;ja;ja;ja;nein;nein
524,85;9,05;58;2;1987;18;einfache;ja;ja;ja;nein;nein
1062,18;10,62;100;3;1918;2;einfache;ja;ja;ja;nein;nein
746,5;11,14;67;3;1957;3;gute;ja;ja;ja;ja;nein
430,06;7,96;54;1;1918;2;einfache;ja;nein;ja;nein;nein
541,98;7,53;72;3;1960;7;einfache;ja;ja;ja;nein;nein
546,4;9,76;56;2;1960;7;einfache;ja;ja;ja;nein;nein
431,15;8,45;51;2;1960;15;gute;ja;ja;nein;nein;nein
945,91;7,51;126;4;1973;13;einfache;ja;ja;ja;ja;nein
710,87;8,36;85;3;1999;13;einfache;ja;ja;ja;nein;ja
518,87;14,82;35;2;1983;14;gute;ja;ja;nein;nein;nein
390,74;8,31;47;2;1957;21;gute;ja;ja;ja;nein;nein
440,85;5,13;86;4;1957;21;gute;ja;ja;ja;nein;nein
396,67;5,59;71;3;1969;22;einfache;ja;ja;ja;nein;nein
322,12;10,74;30;1;1972;5;einfache;ja;ja;ja;nein;nein
588;8,4;70;2;1984;16;einfache;ja;ja;ja;nein;ja
398,64;11,72;34;1;1966;5;gute;ja;ja;ja;nein;nein
562,43;10,23;55;3;1957,5;8;einfache;ja;ja;ja;nein;nein
577,86;5,67;102;3;1918;8;einfache;ja;ja;nein;nein;nein
798,42;8,32;96;3;1918;8;einfache;ja;ja;ja;nein;nein
919,3;7,92;116;4;1918;8;einfache;ja;ja;ja;nein;nein
567,54;11,35;50;2;1998,5;6;gute;ja;ja;ja;nein;nein
509,39;9,8;52;2;1957;3;einfache;ja;ja;ja;nein;nein
443,6;3,17;140;5;1918;3;einfache;nein;nein;ja;nein;nein
767,47;9,71;79;2;1957;4;gute;ja;ja;nein;nein;nein
465,28;10,11;46;1;1975;4;gute;ja;ja;ja;nein;nein
1459,49;8,74;167;4;1918;12;gute;ja;ja;ja;ja;nein
197,44;4,7;42;1;1924;9;gute;ja;ja;nein;nein;nein
